Country,Region,Facility_Name,Renamed_Facility_Type,Facility_Owner,Latitude,Longitude,Location_Source
Botswana,Central,Selibe Phikwe Government District Hospital,District Hospital,Government,-21.9729,27.8348,Other
Botswana,Central,Sekgoma Memorial District Hospital,District Hospital,Government,-22.4082,26.7245,Other
Botswana,Kgatleng,Deborah Retief Memorial District Hospital,District Hospital,Government,-24.3834,26.1471,Other
Botswana,Kweneng,Scottish Livingstone District Hospital,District Hospital,Government,-24.412,25.4867,Google Earth
Botswana,Ngamiland,Letsholathebe II Memorial District Hospital,District Hospital,Government,-19.987,23.463,Other
Botswana,Ngamiland,Maun District Hospital,District Hospital,Government,-20.0063,23.4143,Google Earth
Botswana,South East,Lobatse-Athlone District Hospital,District Hospital,Government,-25.2067,25.6755,Other
Botswana,South East,Bamalete Lutheren District Hospital,District Hospital,FBO,-24.8728,25.8802,Other
Botswana,Southern,Kanye SDA District Hospital,District Hospital,FBO,-24.9788,25.3979,Other
Burkina Faso,Boucle du Mouhoun,Boromo Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.741,-2.9343,GPS
Burkina Faso,Boucle du Mouhoun,Nouna Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.7318,-3.86,GPS
Burkina Faso,Boucle du Mouhoun,Solenzo Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.1803,-4.0824,GPS
Burkina Faso,Boucle du Mouhoun,Toma Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.7637,-2.8942,GPS
Burkina Faso,Boucle du Mouhoun,Tougan Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,13.0686,-3.0712,Google Earth
Burkina Faso,Cascades,Sindou Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,10.6529,-5.1693,GPS
Burkina Faso,Centre,Apm Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.3268,-1.5145,GPS
Burkina Faso,Centre,Bogodogo Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.3378,-1.5025,GPS
Burkina Faso,Centre,Pissy Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.3361,-1.5699,GPS
Burkina Faso,Centre,Source de Vie Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.3326,-1.5611,GPS
Burkina Faso,Centre,Compassion Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.4042,-1.542,GPS
Burkina Faso,Centre,Kossodo Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.4177,-1.4679,GPS
Burkina Faso,Centre,Shiphra Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.3909,-1.5169,GPS
Burkina Faso,Centre,Paul VI Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.3991,-1.5562,GPS
Burkina Faso,Centre-Est,Koupela Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.1833,-0.3578,Combination
Burkina Faso,Centre-Est,Ouargaye Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.505,0.056,GPS
Burkina Faso,Centre-Est,Zabre Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.1819,-0.6313,GPS
Burkina Faso,Centre-Nord,Barsalogho Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,13.4116,-1.0559,GPS
Burkina Faso,Centre-Nord,Boulsa Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.6633,-0.5749,GPS
Burkina Faso,Centre-Nord,Kongoussi Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,13.3292,-1.5298,GPS
Burkina Faso,Centre-Ouest,Kaya Lafi Centre Medical Jean Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.242,-2.402,Combination
Burkina Faso,Centre-Ouest,Leo Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.1091,-2.1041,GPS
Burkina Faso,Centre-Ouest,Nanoro Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.6886,-2.1912,GPS
Burkina Faso,Centre-Ouest,Sapouy Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.5459,-1.7744,GPS
Burkina Faso,Centre-Sud,Kombissiri Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.0812,-1.347,GPS
Burkina Faso,Centre-Sud,Manga Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.6608,-1.0744,GPS
Burkina Faso,Centre-Sud,Po Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.1681,-1.1367,GPS
Burkina Faso,Centre-Sud,Sapone Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.0541,-1.6024,GPS
Burkina Faso,Est,Bogande Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.9724,-0.1479,GPS
Burkina Faso,Est,Diapaga Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.0704,1.796,GPS
Burkina Faso,Est,Pama Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.2428,0.7035,GPS
Burkina Faso,Hauts-Bassins,Dafra Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.1979,-4.2533,GPS
Burkina Faso,Hauts-Bassins,Dande Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.5697,-4.5449,GPS
Burkina Faso,Hauts-Bassins,Do Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.2011,-4.319,GPS
Burkina Faso,Hauts-Bassins,Hounde Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.494,-3.5255,GPS
Burkina Faso,Hauts-Bassins,Orodara Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,10.9807,-4.9225,GPS
Burkina Faso,Nord,Seguenega Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,13.4373,-1.9685,Encarta
Burkina Faso,Nord,Titao Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,13.7707,-2.0701,GPS
Burkina Faso,Nord,Yako Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.9657,-2.2676,GPS
Burkina Faso,Plateau Central,Bousse Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.658,-1.8915,GPS
Burkina Faso,Plateau Central,Ziniare Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.5875,-1.2986,GPS
Burkina Faso,Plateau Central,Zorgho Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,12.2518,-0.631,GPS
Burkina Faso,Sahel,Djibo I Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,14.1006,-1.6296,GPS
Burkina Faso,Sahel,Djibo II Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,14.0927,-1.6269,GPS
Burkina Faso,Sahel,Gorom-Gorom Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,14.4396,-0.2335,GPS
Burkina Faso,Sahel,Sebba Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,13.4441,0.5236,GPS
Burkina Faso,Sud-Ouest,Batie Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,9.8778,-2.9208,GPS
Burkina Faso,Sud-Ouest,Dano Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,11.1472,-3.0744,GPS
Burkina Faso,Sud-Ouest,Diebougou Centre Medical Avec Antenne Chirurgicale,District Hospital,Government,10.9642,-3.2486,GPS
Burundi,Bubanza,Bubanza Hopital de District,District Hospital,FBO,-3.0678,29.4573,GPS
Burundi,Bubanza,Mpanda Hopital de District,District Hospital,Government,-3.1593,29.4038,GPS
Burundi,Bubanza,Saint Augustin de Gihanga Hopital de District,District Hospital,FBO,-3.2543,29.4148,Combination
Burundi,Bujumbura Rural,Rushubi Hopital de District,District Hospital,Government,-3.3455,29.4834,GPS
Burundi,Bujumbura Rural,Kabezi Hopital de District,District Hospital,Government,-3.5367,29.349,GPS
Burundi,Bujumbura Rural,Ijenda Hopital de District,District Hospital,FBO,-3.4735,29.5847,GPS
Burundi,Bujumbura Rural,Rwibaga Hopital de District,District Hospital,Government,-3.4713,29.5392,GPS
Burundi,Bururi,Bururi Hopital de District,District Hospital,Government,-3.95,29.6254,GPS
Burundi,Bururi,Matana Hopital de District,District Hospital,Government,-3.7676,29.6836,GPS
Burundi,Bururi,Rumonge Hopital de District,District Hospital,Government,-3.9756,29.4402,GPS
Burundi,Cankuzo,Cankuzo Hopital de District,District Hospital,Government,-3.2199,30.5529,GPS
Burundi,Cankuzo,Murore Hopital de District,District Hospital,Government,-3.1878,30.6641,GPS
Burundi,Cibitoke,Cibitoke Hopital de District,District Hospital,Government,-2.8809,29.1249,GPS
Burundi,Cibitoke,Mabayi Hopital de District,District Hospital,Government,-2.7123,29.2442,GPS
Burundi,Gitega,Gitega Hopital de District,District Hospital,Government,-3.4212,29.9339,GPS
Burundi,Gitega,Kibimba Hopital de District,District Hospital,FBO,-3.296,29.7992,GPS
Burundi,Gitega,Kibuye Hopital de District,District Hospital,FBO,-3.665,29.9797,GPS
Burundi,Gitega,Mutaho Hopital de District,District Hospital,Government,-3.1547,29.8625,GPS
Burundi,Gitega,Mutoyi Hopital de District,District Hospital,FBO,-3.2186,29.977,GPS
Burundi,Gitega,Ntita Hopital de District,District Hospital,FBO,-3.6784,29.8773,GPS
Burundi,Karusi,Buhiga Hopital de District,District Hospital,Government,-3.0337,30.1586,GPS
Burundi,Kayanza,Gahombo Hopital de District,District Hospital,Government,-2.9701,29.7317,GPS
Burundi,Kayanza,Kayanza Hopital de District,District Hospital,Government,-2.9313,29.6309,GPS
Burundi,Kayanza,Musema Hopital de District,District Hospital,Government,-3.0764,29.6719,GPS
Burundi,Kirundo,Kirundo Hopital de District,District Hospital,Government,-2.5902,30.0875,GPS
Burundi,Kirundo,Mukenke Hopital de District,District Hospital,Government,-2.5845,30.3327,GPS
Burundi,Makamba,Makamba Hopital de District,District Hospital,Government,-4.1364,29.8154,GPS
Burundi,Makamba,Nyanzalac Hopital de District,District Hospital,Government,-4.3456,29.6002,GPS
Burundi,Muramvya,Kiganda Hopital de District,District Hospital,Government,-3.2931,29.7798,GPS
Burundi,Muramvya,Muramvya Hopital de District,District Hospital,Government,-3.2696,29.6265,GPS
Burundi,Muyinga,Gashoho Hopital de District,District Hospital,Government,-2.8081,30.1316,GPS
Burundi,Muyinga,Giteranyi Hopital de District,District Hospital,Government,-2.5959,30.4336,GPS
Burundi,Muyinga,Muyinga Hopital de District,District Hospital,Government,-2.8424,30.3455,GPS
Burundi,Mwaro,Fota Hopital de District,District Hospital,Government,-3.4403,29.7034,GPS
Burundi,Mwaro,Kibumbu Hopital de District,District Hospital,Government,-3.5308,29.7439,GPS
Burundi,Ngozi,Buye Hopital de District,District Hospital,Government,-2.8623,29.8192,GPS
Burundi,Ngozi,Kiremba Hopital de District,District Hospital,FBO,-2.8219,29.9823,GPS
Burundi,Ngozi,Mivo Hopital de District,District Hospital,FBO,-2.9485,29.7866,GPS
Burundi,Ngozi,Ngozi Hopital de District,District Hospital,Government,-2.9075,29.8217,GPS
Burundi,Rutana,Gihofi Hopital de District,District Hospital,Government,-4.0325,30.14,GPS
Burundi,Rutana,Musongati Hopital de District,District Hospital,FBO,-3.6991,30.1094,GPS
Burundi,Rutana,Rutana Hopital de District,District Hospital,Government,-3.9289,29.9931,GPS
Burundi,Ruyigi,Butezi Hopital de District,District Hospital,FBO,-3.3896,30.1631,GPS
Burundi,Ruyigi,Gisuru Hopital de District,District Hospital,Government,-3.4567,30.5002,GPS
Burundi,Ruyigi,Kinyinya Hopital de District,District Hospital,Government,-3.6558,30.343,GPS
Burundi,Ruyigi,Ruyigi Hopital de District,District Hospital,Government,-3.4726,30.2481,GPS
Cameroon,Adamawa,Bankim Hopital de District,District Hospital,Government,6.0784,11.4917,GPS
Cameroon,Adamawa,Banyo Hopital de District,District Hospital,Government,6.7454,11.7878,GPS
Cameroon,Adamawa,Djohong Hopital de District,District Hospital,Government,6.8313,14.6945,GPS
Cameroon,Adamawa,Meiganga Hopital de District,District Hospital,Government,6.5106,14.297,GPS
Cameroon,Adamawa,Tignere Hopital de District,District Hospital,Government,7.3538,12.6497,GPS
Cameroon,Centre,Akonolinga Hopital de District,District Hospital,Government,3.7778,12.2559,GPS
Cameroon,Centre,Awae Hopital de District,District Hospital,Government,3.9039,11.881,GPS
Cameroon,Centre,Bafia Hopital de District,District Hospital,Government,4.7406,11.2354,GPS
Cameroon,Centre,Biyem-Assi Hopital de District,District Hospital,Government,3.8263,11.4874,GPS
Cameroon,Centre,Cite Verte Hopital de District,District Hospital,Government,3.8707,11.4926,GPS
Cameroon,Centre,Djoungolo Hopital de District,District Hospital,Government,3.8851,11.5331,Combination
Cameroon,Centre,Ebebda Hopital de District,District Hospital,Government,4.3499,11.3002,GPS
Cameroon,Centre,Efoulan Hopital de District,District Hospital,Government,3.8295,11.511,GPS
Cameroon,Centre,Elig Mfomo Hopital de District,District Hospital,Government,4.277,11.1201,Combination
Cameroon,Centre,Eseka Hopital de District,District Hospital,Government,3.6395,10.7753,GPS
Cameroon,Centre,Esse Hopital de District,District Hospital,Government,4.0924,11.8852,GPS
Cameroon,Centre,Evodoula Hopital de District,District Hospital,Government,4.0923,11.2001,Combination
Cameroon,Centre,Mbalmayo Hopital de District,District Hospital,Government,3.5145,11.5089,GPS
Cameroon,Centre,Mbandjock Hopital de District,District Hospital,Government,4.4428,11.9079,GPS
Cameroon,Centre,Mbankomo Hopital de District,District Hospital,Government,3.78,11.4,GPS
Cameroon,Centre,Mfou Hopital de District,District Hospital,Government,3.7172,11.6462,GPS
Cameroon,Centre,Monatele Hopital de District,District Hospital,Government,4.2502,11.2028,GPS
Cameroon,Centre,Nanga Eboko Hopital de District,District Hospital,Government,4.6578,12.3708,GPS
Cameroon,Centre,Ndikinimeki Hopital de District,District Hospital,Government,4.7508,10.8276,GPS
Cameroon,Centre,Ngog Mapubi Hopital de District,District Hospital,Government,3.9425,10.8404,GPS
Cameroon,Centre,Ngoumou Hopital de District,District Hospital,Government,3.5917,11.3072,GPS
Cameroon,Centre,Nkolndongo Hopital de District,District Hospital,Government,3.8554,11.5346,GPS
Cameroon,Centre,Olembe Hopital de District,District Hospital,Government,3.8425,11.5573,GPS
Cameroon,Centre,Ntui Hopital de District,District Hospital,Government,4.4363,11.6323,GPS
Cameroon,Centre,Obala Hopital de District,District Hospital,Government,4.1562,11.5378,GPS
Cameroon,Centre,Saa Hopital de District,District Hospital,Government,4.3564,11.448,GPS
Cameroon,Centre,Soa Hopital de District,District Hospital,Government,3.9167,11.5846,GPS
Cameroon,Centre,Yoko Hopital de District,District Hospital,Government,5.5391,12.3203,Google Earth
Cameroon,East,Abong Mbang Hopital de District,District Hospital,Government,3.9783,13.182,GPS
Cameroon,East,Batouri Hopital de District,District Hospital,Government,4.4413,14.3744,GPS
Cameroon,East,Bertoua Hopital de District,District Hospital,Government,4.5545,13.6834,GPS
Cameroon,East,Betare Oya Hopital de District,District Hospital,Government,5.5883,14.0875,GPS
Cameroon,East,Doume Hopital de District,District Hospital,Government,4.2386,13.4408,GPS
Cameroon,East,Garoua Boulai Hopital de District,District Hospital,Government,5.8653,14.5566,GPS
Cameroon,East,Kette Hopital de District,District Hospital,Government,4.8833,14.5457,GPS
Cameroon,East,Lomie Hopital de District,District Hospital,Government,3.1593,13.6196,GPS
Cameroon,East,Mbang Hopital de District,District Hospital,Government,3.9619,14.2678,GPS
Cameroon,East,Messamena Hopital de District,District Hospital,Government,3.7325,12.8241,GPS
Cameroon,East,Moloundou Hopital de District,District Hospital,Government,2.0482,15.2152,Other
Cameroon,East,Ndelele Hopital de District,District Hospital,Government,4.0368,14.9297,GPS
Cameroon,East,Nguelemendouka Hopital de District,District Hospital,Government,4.396,12.9253,Other
Cameroon,East,Yokadouma Hopital de District,District Hospital,Government,3.5178,15.048,Google Earth
Cameroon,Extreme North,Bogo Hopital de District,District Hospital,Government,10.7209,14.5947,GPS
Cameroon,Extreme North,Bourha Hopital de District,District Hospital,Government,10.2535,13.5155,GPS
Cameroon,Extreme North,Goulfey Hopital de District,District Hospital,Government,12.3788,14.9086,Geonames
Cameroon,Extreme North,Guere Hopital de District,District Hospital,Government,10.023,15.2737,GPS
Cameroon,Extreme North,Guidiguis Hopital de District,District Hospital,Government,10.1375,14.7105,GPS
Cameroon,Extreme North,Hina Hopital de District,District Hospital,Government,10.3645,13.8555,GPS
Cameroon,Extreme North,Kaele Hopital de District,District Hospital,Government,10.1067,14.4408,Combination
Cameroon,Extreme North,Doukoula Hopital de District,District Hospital,Government,10.1138,14.9715,Combination
Cameroon,Extreme North,Kar Hay Hopital de District,District Hospital,Government,10.1041,14.975,GPS
Cameroon,Extreme North,Kousseri Hopital de District,District Hospital,Government,12.0769,15.0306,Geonames
Cameroon,Extreme North,Mada Hopital de District,District Hospital,Government,12.6318,14.4761,GPS
Cameroon,Extreme North,Makary Hopital de District,District Hospital,Government,12.5734,14.4548,Other
Cameroon,Extreme North,Mindif Hopital de District,District Hospital,Government,10.4011,14.4377,Other
Cameroon,Extreme North,Mogode Hopital de District,District Hospital,Government,10.5996,13.5724,GPS
Cameroon,Extreme North,Mokolo Hopital de District,District Hospital,Government,10.7438,13.8014,Other
Cameroon,Extreme North,Mora Hopital de District,District Hospital,Government,11.0425,14.1444,GPS
Cameroon,Extreme North,Moulvoudaye Hopital de District,District Hospital,Government,10.3976,14.857,GPS
Cameroon,Extreme North,Moutourwa Hopital de District,District Hospital,Government,10.1994,14.1807,GPS
Cameroon,Extreme North,Pette Hopital de District,District Hospital,Government,10.9688,14.498,GPS
Cameroon,Extreme North,Roua Hopital de District,District Hospital,Government,10.7759,13.9979,GPS
Cameroon,Extreme North,Tokombere Hopital de District,District Hospital,Government,10.862,14.1587,GPS
Cameroon,Extreme North,Vele Hopital de District,District Hospital,Government,10.4857,15.2063,GPS
Cameroon,Littoral,Bonassama Hopital de District,District Hospital,Government,4.0663,9.6837,GPS
Cameroon,Littoral,Bonamoussadi Ad Lucem Hopital de District,District Hospital,Government,4.0836,9.7253,Other
Cameroon,Littoral,Cite Des Palmiers Hopital de District,District Hospital,Government,4.042,9.7617,GPS
Cameroon,Littoral,Deido Hopital de District,District Hospital,Government,4.0289,9.6826,GPS
Cameroon,Littoral,Manoka Hopital de District Deido,District Hospital,Government,4.0281,9.6823,GPS
Cameroon,Littoral,Dibombari Hopital de District,District Hospital,Government,4.1787,9.6561,Geonames
Cameroon,Littoral,Logbaba Hopital de District,District Hospital,Government,4.0255,9.7542,GPS
Cameroon,Littoral,Loum Hopital de District,District Hospital,Government,4.7156,9.7302,GPS
Cameroon,Littoral,Manjo Hopital de District,District Hospital,Government,4.8386,9.8222,GPS
Cameroon,Littoral,Manoka Hopital de District Manoka,District Hospital,Government,3.8645,9.6212,GPS
Cameroon,Littoral,Mbanga Hopital de District,District Hospital,Government,4.4877,9.5643,GPS
Cameroon,Littoral,Melong Hopital de District,District Hospital,Government,5.1121,9.9407,GPS
Cameroon,Littoral,Ndom Hopital de District,District Hospital,Government,4.3877,10.817,GPS
Cameroon,Littoral,New Bell Hopital de District,District Hospital,Government,4.0187,9.7097,GPS
Cameroon,Littoral,Ngambe Hopital de District,District Hospital,Government,4.2304,10.6231,GPS
Cameroon,Littoral,Nkondjock Hopital de District,District Hospital,Government,4.8401,10.2271,GPS
Cameroon,Littoral,Nylon Hopital de District,District Hospital,Government,4.0194,9.7306,GPS
Cameroon,Littoral,Pouma Hopital de District,District Hospital,Government,3.8482,10.5226,GPS
Cameroon,Littoral,Yabassi Hopital de District,District Hospital,Government,4.4514,9.9708,GPS
Cameroon,North,Bibemi Hopital de District,District Hospital,Government,9.3087,13.8768,Combination
